x,y,diameter,height,shape_type,rot_x,rot_y,rot_z,z_shift
-14.775226977254814,12.210668123571217,0.1157140032159294,0.0578570016079647,13,1.99589346012073,5.079699629222352,5.400143121291062,-0.016651282053187166
38.87949226128211,18.78241590206227,0.21375675720895626,0.10687837860447813,13,3.648467522340037,0.7828312310828703,4.688497821650333,0.005228766759996546
-9.69120459008738,32.68524782377679,0.15511061131212198,0.07755530565606099,17,3.508401968915245,5.221661152690322,2.508140119459946,0.015963840255369982
-23.00789222935525,-31.377005427768374,1.0390282005703289,0.5195141002851644,14,2.0336397145093956,1.2801329657792728,0.8541367397872505,-0.10959837269150893
13.123748670032825,-22.25161076225138,0.19459601770230986,0.09729800885115493,4,4.970696151894207,5.825968755529977,0.8742847951361439,0.02697615932701568
12.541411711680006,-36.336146468809275,0.4746313242262899,0.23731566211314495,20,2.9285164879230527,1.5312316283936962,3.1847537904131937,0.011938486794207984
-12.18558162614329,17.289880174417,0.11230114153713601,0.056150570768568005,13,2.9017104715219264,2.9872444736686146,3.172844299565198,-0.0032114836201644634
5.477663236622725,-14.440916146330363,0.32583283653159467,0.16291641826579734,14,0.5137710040856082,0.5643981668453429,3.9434677971937075,0.020285548481851667
-2.818761123488443,39.265284313531325,0.10600262953137154,0.05300131476568577,18,2.8740075715781903,5.552321356310789,0.7214514320273298,-0.007174007082762817
-3.011841785757923,28.15433072369106,0.16611928629535788,0.08305964314767894,11,3.716362329504378,6.222905239474099,4.474355430027552,0.007155528581145347
-13.309558475148442,19.83003317690087,0.3074802829640232,0.1537401414820116,13,0.28780006741101855,4.975348842646013,2.824648154667773,0.03572160437488958
-2.7660878167014147,-11.247755497441013,0.10515670720906115,0.05257835360453057,11,0.2888498253780121,5.090519012103698,1.365292652395342,-0.010948547469636303
-38.86727157852821,-37.81181624158242,0.7266473402041185,0.36332367010205924,4,0.3707243989224989,3.7325461498946604,3.647226060108425,-0.03452691907664467
13.84126318040429,37.05872782078683,0.11754184603913934,0.05877092301956967,6,3.5997800805011266,4.19457227571644,2.2674901363910065,0.01199616473856912
8.869771996088588,39.2755633849212,0.5463525247489764,0.2731762623744882,9,6.0865627886923965,3.8964260706501883,3.0840780232964873,0.05524389914692385
7.957231592999008,-14.162807099909074,0.19967247426350782,0.09983623713175391,12,4.979811889378409,5.746690769841202,1.9490473505878152,-0.025205464785167053
-32.240271665630374,35.713610984024555,0.18282944035821125,0.09141472017910562,1,3.9638378010277324,1.9884331823960668,1.492294797585695,-0.0344148000284112
-29.966961216729196,27.009027423612395,0.1644539932235175,0.08222699661175875,1,3.98286854319036,4.560164059169115,5.371835361770072,0.020946557914239414
36.29832263306358,-12.140767351136503,0.20708145299587485,0.10354072649793743,14,2.4412532130326716,5.520100938147432,1.133612765363869,-0.022978692088394374
38.29551267485785,27.020579002919476,0.6075268193779398,0.3037634096889699,9,2.2103558346965864,3.085043102917005,1.2925097873975995,-0.06999100317016978
